goodreads_book_id,tag_id,count,tag_name
16793,11743,2933,fiction
33917,30574,4233,to-read
33917,15453,703,india
33917,5207,295,books-i-own
33917,22743,271,owned
33917,8067,242,contemporary-fiction
8667848,8717,6956,currently-reading
8667848,11305,5809,fantasy
8667848,11557,2855,favorites
8667848,11743,2016,fiction
8667848,22973,1861,paranormal
11297,30574,111459,to-read
11297,8717,7936,currently-reading
11297,11557,3997,favorites
11297,11743,3312,fiction
11297,16203,1046,japan
5168,30574,1956,to-read
5168,11743,1470,fiction
5168,11557,817,favorites
5168,6750,447,chick-lit
5168,8717,432,currently-reading
6567017,30574,201350,to-read
6567017,8717,6605,currently-reading
6567017,33114,4581,young-adult
6567017,11557,3214,favorites
6567017,32989,2609,ya
1241,30574,12142,to-read
1241,21689,717,non-fiction
1241,8717,570,currently-reading
1241,4605,282,biography
1241,4949,256,book-club
2282133,30574,59882,to-read
2282133,11557,5015,favorites
2282133,33114,3964,young-adult
2282133,31745,3629,vampires
2282133,11305,2665,fantasy
8520610,30574,26600,to-read
8520610,8717,1790,currently-reading
8520610,21689,658,non-fiction
8520610,21773,577,nonfiction
8520610,24526,560,psychology
233818,30574,48366,to-read
233818,33114,2046,young-adult
233818,11743,1628,fiction
233818,8717,1529,currently-reading
233818,11557,1499,favorites
17250,30574,7255,to-read
17250,7457,6082,classics
17250,23743,3747,plays
17250,11743,1909,fiction
17250,14487,1780,historical-fiction
50,8717,2212,currently-reading
50,33114,2121,young-adult
50,11743,1587,fiction
50,1691,934,adventure
50,11557,890,favorites
68428,30574,31906,to-read
68428,11305,15166,fantasy
68428,11557,5818,favorites
68428,11743,1502,fiction
68428,5207,935,books-i-own
51496,30574,134664,to-read
51496,7457,8292,classics
51496,8717,3298,currently-reading
51496,11743,2848,fiction
51496,14821,2705,horror
7784,11557,1203,favorites
7784,6857,1086,children
7784,6888,913,children-s
7784,30574,831,to-read
7784,7457,551,classics
389627,30574,106580,to-read
389627,8717,6180,currently-reading
389627,15048,782,humor
389627,9444,737,diary-of-a-wimpy-kid
389627,6953,665,childrens
7896527,30574,8809,to-read
7896527,33114,5437,young-adult
7896527,32989,2750,ya
7896527,5207,2434,books-i-own
7896527,26138,1988,romance
2802316,11557,5550,favorites
2802316,30574,4021,to-read
2802316,33114,3762,young-adult
2802316,31745,3425,vampires
2802316,11305,2397,fantasy
46170,7457,4168,classics
46170,30574,3663,to-read
46170,11743,2831,fiction
46170,11557,1250,favorites
46170,7404,669,classic
3367956,30574,7984,to-read
3367956,4949,1990,book-club
3367956,11557,917,favorites
3367956,8717,781,currently-reading
3367956,14487,748,historical-fiction
343,30574,107894,to-read
343,8717,4119,currently-reading
343,11557,3262,favorites
343,11743,2637,fiction
343,14487,1473,historical-fiction
1097,30574,90506,to-read
1097,21689,3640,non-fiction
1097,21773,1548,nonfiction
1097,8717,1507,currently-reading
1097,12175,1229,food
3950967,30574,137737,to-read
3950967,11305,9004,fantasy
3950967,8717,2952,currently-reading
3950967,11557,2419,favorites
3950967,5207,2348,books-i-own
22328,30574,23015,to-read
22328,8717,1521,currently-reading
22328,11743,692,fiction
22328,26771,665,sci-fi
22328,26837,650,science-fiction
10799,7457,5149,classics
10799,8717,4196,currently-reading
10799,11743,3380,fiction
10799,30574,1748,to-read
10799,11557,1474,favorites
391729,30574,919,to-read
391729,7457,340,classics
391729,11743,162,fiction
391729,14821,157,horror
391729,20811,138,my-ebooks
10534,21689,2954,non-fiction
10534,23471,2348,philosophy
10534,21773,815,nonfiction
10534,22743,717,owned
10534,23931,562,politics
11367726,30574,25573,to-read
11367726,8717,3258,currently-reading
11367726,4949,1515,book-club
11367726,11743,1315,fiction
11367726,20939,1137,mystery
4980,30574,1814,to-read
4980,11557,1786,favorites
4980,7457,1232,classics
4980,26837,614,science-fiction
4980,15048,471,humor
627206,30574,55,to-read
627206,10304,28,education
627206,3169,27,arts
627206,8717,19,currently-reading
627206,22330,17,on-hold
5826,30574,67248,to-read
5826,11743,3159,fiction
5826,8717,2439,currently-reading
5826,11557,1682,favorites
5826,4949,1088,book-club
1842,30574,49043,to-read
1842,8717,4128,currently-reading
1842,14552,1703,history
1842,21689,1444,non-fiction
1842,21773,575,nonfiction
9375,30574,74629,to-read
9375,11743,2234,fiction
9375,11557,1432,favorites
9375,8717,1190,currently-reading
9375,14487,701,historical-fiction
37781,11743,3951,fiction
37781,7457,2941,classics
37781,1746,1294,africa
37781,14487,1291,historical-fiction
37781,11557,1153,favorites
33722,6750,3297,chick-lit
33722,30574,2790,to-read
33722,8717,1101,currently-reading
33722,26138,1066,romance
33722,11743,932,fiction
567795,30574,7241,to-read
567795,21689,1588,non-fiction
567795,8717,1213,currently-reading
567795,27095,1033,self-help
567795,25630,609,relationships
7190,7457,7969,classics
7190,11743,2563,fiction
7190,11557,1747,favorites
7190,14487,1622,historical-fiction
7190,7404,1475,classic
6948436,30574,8073,to-read
6948436,14487,322,historical-fiction
6948436,11743,269,fiction
6948436,8717,233,currently-reading
6948436,1659,223,adult-fiction
3975774,30574,11091,to-read
3975774,33114,2568,young-adult
3975774,11305,1978,fantasy
3975774,8717,1661,currently-reading
3975774,22973,1473,paranormal
6327,30574,75709,to-read
6327,6953,1887,childrens
6327,11305,1859,fantasy
6327,11557,1432,favorites
6327,8717,1415,currently-reading
40440,30574,72070,to-read
40440,11743,3617,fiction
40440,11557,2809,favorites
40440,20939,2613,mystery
40440,4949,1798,book-club
6479259,30574,47079,to-read
6479259,11557,2773,favorites
6479259,33114,1927,young-adult
6479259,22973,1856,paranormal
6479259,31745,1661,vampires
5996153,30574,59989,to-read
5996153,11557,4733,favorites
5996153,33114,3529,young-adult
5996153,31745,3218,vampires
5996153,11305,2237,fantasy
3478,30574,19366,to-read
3478,26138,1727,romance
3478,21529,1383,nicholas-sparks
3478,8717,1292,currently-reading
3478,11743,826,fiction
8683812,8717,5507,currently-reading
8683812,30574,3603,to-read
8683812,14487,3151,historical-fiction
8683812,4949,2025,book-club
8683812,11743,1836,fiction
862041,11557,5545,favorites
862041,30574,1806,to-read
862041,8717,1726,currently-reading
862041,11743,703,fiction
862041,11590,574,favourites
16248068,11557,2013,favorites
16248068,33114,1955,young-adult
16248068,8717,1770,currently-reading
16248068,26138,1518,romance
16248068,10064,1211,dystopian
119073,30574,3969,to-read
119073,11743,3437,fiction
119073,14487,3021,historical-fiction
119073,20939,2145,mystery
119073,11557,1994,favorites
46799,30574,3992,to-read
46799,11557,1137,favorites
46799,11743,970,fiction
46799,32989,907,ya
46799,21689,526,non-fiction
310612,30574,5944,to-read
310612,11743,3719,fiction
310612,11557,2399,favorites
310612,15048,1080,humor
310612,22743,425,owned
92303,30574,108670,to-read
92303,7457,6537,classics
92303,23743,3868,plays
92303,11557,2787,favorites
92303,11743,1938,fiction
12127750,30574,87981,to-read
12127750,11557,6583,favorites
12127750,8717,5859,currently-reading
12127750,11305,4652,fantasy
12127750,33114,2221,young-adult
34497,11305,11255,fantasy
34497,30574,2507,to-read
34497,11743,2094,fiction
34497,9565,1791,discworld
34497,15048,1784,humor
4929,30574,138910,to-read
4929,8717,9658,currently-reading
4929,11557,3955,favorites
4929,11743,3497,fiction
4929,18919,962,magical-realism
28877,30574,81315,to-read
28877,14821,1993,horror
28877,11743,1634,fiction
28877,30358,1359,thriller
28877,11557,882,favorites
41804,26771,3795,sci-fi
41804,30574,2545,to-read
41804,11743,1681,fiction
41804,11557,982,favorites
41804,7457,876,classics
42899,30574,147190,to-read
42899,26138,3121,romance
42899,22973,3059,paranormal
42899,31745,2881,vampires
42899,11557,2676,favorites
7791997,30574,66985,to-read
7791997,11557,3121,favorites
7791997,8717,2748,currently-reading
7791997,33114,2470,young-adult
7791997,2516,1868,angels
6482837,33114,4092,young-adult
6482837,11557,3934,favorites
6482837,32989,2168,ya
6482837,30574,1468,to-read
6482837,8055,1462,contemporary
9777,30574,113540,to-read
9777,8717,6403,currently-reading
9777,11743,3363,fiction
9777,11557,2238,favorites
9777,15453,953,india
18079776,30574,3581,to-read
18079776,14487,3269,historical-fiction
18079776,11743,1788,fiction
18079776,11557,933,favorites
18079776,5051,285,bookclub
6469165,30574,5134,to-read
6469165,11743,687,fiction
6469165,4949,416,book-club
6469165,11557,358,favorites
6469165,6750,236,chick-lit
3869,8717,11691,currently-reading
3869,30574,8163,to-read
3869,26816,5922,science
3869,21689,4147,non-fiction
3869,21773,1234,nonfiction
7315573,30574,9380,to-read
7315573,14487,3635,historical-fiction
7315573,11743,1462,fiction
7315573,11557,993,favorites
7315573,8717,730,currently-reading
6320534,14821,2593,horror
6320534,28663,2149,stephen-king
6320534,30574,2037,to-read
6320534,11743,1794,fiction
6320534,26837,1192,science-fiction
830,30574,4409,to-read
830,8717,3929,currently-reading
830,26837,3911,science-fiction
830,26771,3277,sci-fi
830,11743,2190,fiction
51738,30574,2722,to-read
51738,33114,2654,young-adult
51738,8717,1657,currently-reading
51738,26138,1485,romance
51738,8055,1068,contemporary
99107,30574,8715,to-read
99107,11557,1452,favorites
99107,6857,1278,children
99107,11743,1105,fiction
99107,8717,945,currently-reading
9736930,30574,46498,to-read
9736930,8717,3832,currently-reading
9736930,11743,1849,fiction
9736930,20939,1678,mystery
9736930,30358,1564,thriller
102868,30574,88365,to-read
102868,8717,5472,currently-reading
102868,7457,4550,classics
102868,20939,4066,mystery
102868,11743,2025,fiction
2248573,11305,8937,fantasy
2248573,30574,3926,to-read
2248573,11557,2568,favorites
2248573,33114,2244,young-adult
2248573,9882,1263,dragons
56495,30574,73321,to-read
56495,8717,4955,currently-reading
56495,7077,1010,christian
56495,21689,625,non-fiction
56495,25647,376,religion
676924,30574,3453,to-read
676924,8717,1387,currently-reading
676924,32989,1026,ya
676924,11557,893,favorites
676924,27199,714,series
47212,30574,8405,to-read
47212,11305,8018,fantasy
47212,31617,4744,urban-fantasy
47212,8717,2958,currently-reading
47212,20939,2011,mystery
50398,30574,120628,to-read
50398,7457,11122,classics
50398,8717,5322,currently-reading
50398,11743,2854,fiction
50398,11557,1970,favorites
16101128,30574,271738,to-read
16101128,8717,12792,currently-reading
16101128,11557,5576,favorites
16101128,33114,4553,young-adult
16101128,26771,2741,sci-fi
10920,30574,32190,to-read
10920,14487,2221,historical-fiction
10920,11743,2096,fiction
10920,8717,1298,currently-reading
10920,11557,1004,favorites
767680,30574,57549,to-read
767680,23605,1589,picture-books
767680,6953,1226,childrens
767680,6895,1198,children-s-books
767680,6857,876,children
42155,30574,18285,to-read
42155,6750,2066,chick-lit
42155,8717,950,currently-reading
42155,11743,707,fiction
42155,11557,686,favorites
12220,30574,70096,to-read
12220,23743,3369,plays
12220,7457,2889,classics
12220,11557,1277,favorites
12220,9886,1100,drama
10692,30574,11451,to-read
10692,11743,3160,fiction
10692,14487,2810,historical-fiction
10692,11557,2103,favorites
10692,11305,1565,fantasy
20170404,30574,165591,to-read
20170404,8717,6015,currently-reading
20170404,11743,3783,fiction
20170404,11557,2682,favorites
20170404,26837,2024,science-fiction
18774964,30574,4889,to-read
18774964,11743,3403,fiction
18774964,11557,2492,favorites
18774964,4949,2471,book-club
18774964,8055,664,contemporary
18335634,11557,13684,favorites
18335634,30574,5883,to-read
18335634,11305,4755,fantasy
18335634,8717,4592,currently-reading
18335634,33114,3658,young-adult
1078,30574,1413,to-read
1078,7009,694,china
1078,4949,421,book-club
1078,18367,349,literature
1078,22743,295,owned
2784,30574,3829,to-read
2784,8717,1193,currently-reading
2784,21689,640,non-fiction
2784,23471,229,philosophy
2784,11557,205,favorites
5364,30574,56167,to-read
5364,8717,14687,currently-reading
5364,14487,4630,historical-fiction
5364,26138,2686,romance
5364,11557,2261,favorites
1923820,30574,39745,to-read
1923820,8717,18158,currently-reading
1923820,25647,1081,religion
1923820,11557,958,favorites
1923820,7457,577,classics
14758,30574,42974,to-read
14758,6750,1428,chick-lit
14758,11743,753,fiction
14758,8717,403,currently-reading
14758,11557,250,favorites
659469,30574,17330,to-read
659469,11305,1697,fantasy
659469,8717,795,currently-reading
659469,11557,596,favorites
659469,7457,322,classics
297673,30574,15018,to-read
297673,11743,1036,fiction
297673,11557,769,favorites
297673,8717,688,currently-reading
297673,22034,359,novels
37415,30574,113297,to-read
37415,7457,3838,classics
37415,11743,3380,fiction
37415,8717,3105,currently-reading
37415,11557,2032,favorites
41899,14017,1618,harry-potter
41899,5207,1475,books-i-own
41899,33114,1430,young-adult
41899,30574,1351,to-read
41899,11743,1342,fiction
17851885,30574,9888,to-read
17851885,21689,3783,non-fiction
17851885,4605,1502,biography
17851885,21773,1455,nonfiction
17851885,19733,1237,memoir
45032,30574,113411,to-read
45032,8717,5249,currently-reading
45032,11743,2704,fiction
45032,26138,1746,romance
45032,7404,1627,classic
4069,30574,198532,to-read
4069,8717,10062,currently-reading
4069,21689,3133,non-fiction
4069,24526,2584,psychology
4069,23471,2232,philosophy
237209,30574,249532,to-read
237209,8717,5093,currently-reading
237209,20939,4357,mystery
237209,11743,1990,fiction
237209,8517,977,crime
14743,8717,8875,currently-reading
14743,21689,4219,non-fiction
14743,30574,3778,to-read
14743,25647,2053,religion
14743,26816,1918,science
8492825,30574,10849,to-read
8492825,33114,3536,young-adult
8492825,26138,2053,romance
8492825,32989,1847,ya
8492825,8055,1621,contemporary
7069,11743,2924,fiction
7069,11557,1652,favorites
7069,7457,533,classics
7069,18367,259,literature
7069,8055,238,contemporary
78129,30574,81302,to-read
78129,8717,3414,currently-reading
78129,30358,1441,thriller
78129,20939,1386,mystery
78129,11743,1279,fiction
2932,30574,72088,to-read
2932,7457,5907,classics
2932,8717,4566,currently-reading
2932,11743,2460,fiction
2932,7404,1096,classic
28862,30574,3931,to-read
28862,7457,3857,classics
28862,23471,3253,philosophy
28862,14552,1235,history
28862,21773,753,nonfiction
18122,30574,10607,to-read
18122,11305,10215,fantasy
18122,33114,3517,young-adult
18122,11557,3305,favorites
18122,11743,2330,fiction
43889,30574,54599,to-read
43889,11305,8032,fantasy
43889,8717,2923,currently-reading
43889,11557,1500,favorites
43889,11743,763,fiction
6837103,30574,8629,to-read
6837103,14487,2581,historical-fiction
6837103,4949,1772,book-club
6837103,8717,1354,currently-reading
6837103,11743,1249,fiction
5113,30574,69777,to-read
5113,11557,2659,favorites
5113,11743,2574,fiction
5113,8717,2149,currently-reading
5113,7457,2025,classics
29059,30574,9921,to-read
29059,11743,2462,fiction
29059,11557,922,favorites
29059,22743,426,owned
29059,8055,350,contemporary
4934,7457,5424,classics
4934,11557,3453,favorites
4934,26374,1217,russian
4934,18367,986,literature
4934,26384,845,russian-literature
307791,30574,51994,to-read
307791,33114,2131,young-adult
307791,8717,1906,currently-reading
307791,10064,1544,dystopian
307791,11305,1533,fantasy
7670,30574,45792,to-read
7670,26837,2175,science-fiction
7670,26771,1776,sci-fi
7670,30358,717,thriller
7670,8717,655,currently-reading
11566,30574,23767,to-read
11566,28663,2113,stephen-king
11566,11557,2096,favorites
11566,14821,1963,horror
11566,11743,1948,fiction
2547,30574,1991,to-read
2547,23831,1883,poetry
2547,11557,1639,favorites
2547,23471,1270,philosophy
2547,7457,1048,classics
15196,30574,89660,to-read
15196,13561,3688,graphic-novels
15196,13547,2020,graphic-novel
15196,7778,1600,comics
15196,11557,1278,favorites
2866718,30574,4476,to-read
2866718,33114,2135,young-adult
2866718,31745,2101,vampires
2866718,11305,1405,fantasy
2866718,14917,1055,house-of-night
7967,30574,4044,to-read
7967,26837,376,science-fiction
7967,26771,353,sci-fi
7967,11557,206,favorites
7967,8717,201,currently-reading
11138,11557,1849,favorites
11138,7077,1843,christian
11138,25647,1718,religion
11138,30574,1429,to-read
11138,30241,1125,theology
29044,30574,143343,to-read
29044,8717,6427,currently-reading
29044,11557,4740,favorites
29044,11743,3681,fiction
29044,20939,1368,mystery
4953,30574,73682,to-read
4953,8717,3006,currently-reading
4953,11743,1409,fiction
4953,11557,1204,favorites
4953,19733,1195,memoir
1295,30574,7742,to-read
1295,8717,519,currently-reading
1295,14487,463,historical-fiction
1295,22743,336,owned
1295,27199,330,series
3685,30574,42465,to-read
3685,7457,3860,classics
3685,8717,1393,currently-reading
3685,11743,1275,fiction
3685,11557,982,favorites
656,30574,271642,to-read
656,8717,24598,currently-reading
656,7457,7569,classics
656,11743,3173,fiction
656,11557,1783,favorites
28676,30574,125854,to-read
28676,8717,3925,currently-reading
28676,11743,2616,fiction
28676,11557,1828,favorites
28676,14821,1721,horror
38980,33114,2666,young-adult
38980,30574,1971,to-read
38980,32989,1182,ya
38980,8717,1068,currently-reading
38980,11557,886,favorites
7061,30574,27049,to-read
7061,20939,3140,mystery
7061,11743,2164,fiction
7061,8717,1326,currently-reading
7061,1746,868,africa
138398,30574,17422,to-read
138398,13561,2654,graphic-novels
138398,33268,975,zombies
138398,11557,470,favorites
138398,7778,421,comics
70535,30574,95003,to-read
70535,26837,4276,science-fiction
70535,26771,3211,sci-fi
70535,11743,1545,fiction
70535,8717,1462,currently-reading
11422,30574,534,to-read
11422,8717,88,currently-reading
11422,11590,83,favourites
11422,25647,83,religion
11422,7094,73,christian-books
27523,30574,7361,to-read
27523,8717,1228,currently-reading
27523,7077,883,christian
27523,7116,798,christian-fiction
27523,11557,238,favorites
18635016,11557,5443,favorites
18635016,33114,3579,young-adult
18635016,8717,3296,currently-reading
18635016,26138,2736,romance
18635016,10064,2561,dystopian
7938275,11557,1919,favorites
7938275,30574,1349,to-read
7938275,33114,741,young-adult
7938275,11743,545,fiction
7938275,10064,434,dystopian
1869,30574,4248,to-read
1869,11557,327,favorites
1869,21689,312,non-fiction
1869,21773,216,nonfiction
1869,28052,144,sociology
1358844,6750,2979,chick-lit
1358844,30574,1191,to-read
1358844,8717,1104,currently-reading
1358844,26138,988,romance
1358844,11743,825,fiction
233649,11305,8912,fantasy
233649,11743,955,fiction
233649,32401,808,wheel-of-time
233649,11557,769,favorites
233649,10731,662,epic-fantasy
6534,30574,9195,to-read
6534,20939,1654,mystery
6534,8517,750,crime
6534,11743,675,fiction
6534,23086,553,patricia-cornwell
23919,30574,78070,to-read
23919,8717,2236,currently-reading
23919,7457,2032,classics
23919,23831,1645,poetry
23919,11557,1221,favorites
561909,30574,74545,to-read
561909,21689,1784,non-fiction
561909,11557,1524,favorites
561909,8717,1468,currently-reading
561909,4605,1022,biography
3590,30574,8891,to-read
3590,7457,4843,classics
3590,20939,3587,mystery
3590,11743,2160,fiction
3590,11557,1580,favorites
16735,30574,3172,to-read
16735,8717,1148,currently-reading
16735,11557,904,favorites
16735,28204,136,southern
16735,8055,119,contemporary
3985,30574,29685,to-read
3985,8717,5407,currently-reading
3985,11743,3721,fiction
3985,11557,2738,favorites
3985,14487,1048,historical-fiction
4268157,30574,203586,to-read
4268157,11557,3372,favorites
4268157,8717,2767,currently-reading
4268157,26138,2743,romance
4268157,33114,2617,young-adult
34268,8717,13010,currently-reading
34268,7457,6034,classics
34268,11305,3591,fantasy
34268,11557,2986,favorites
34268,11743,1541,fiction
24768,30574,5352,to-read
24768,33114,1822,young-adult
24768,10064,1562,dystopian
24768,10059,1156,dystopia
24768,32989,1093,ya
11275,30574,103218,to-read
11275,8717,9515,currently-reading
11275,11743,3537,fiction
11275,11557,3283,favorites
11275,16203,849,japan
79885,30574,39427,to-read
79885,20939,1092,mystery
79885,11743,828,fiction
79885,8517,491,crime
79885,19892,460,michael-connelly
49628,30574,15487,to-read
49628,11557,3598,favorites
49628,26837,1905,science-fiction
49628,26771,1410,sci-fi
49628,11743,1189,fiction
133518,30574,7482,to-read
133518,26735,543,school
133518,8717,505,currently-reading
133518,5207,405,books-i-own
133518,22743,388,owned
114683,30574,114848,to-read
114683,2938,827,art
114683,8717,416,currently-reading
114683,21689,282,non-fiction
114683,11557,124,favorites
9593911,8717,2564,currently-reading
9593911,30574,1896,to-read
9593911,27199,930,series
9593911,26837,567,science-fiction
9593911,11305,509,fantasy
17231,30574,96471,to-read
17231,8717,1918,currently-reading
17231,11743,1241,fiction
17231,20939,1156,mystery
17231,8517,756,crime
110494,30574,20265,to-read
110494,11305,3049,fantasy
110494,31745,2935,vampires
110494,22973,2149,paranormal
110494,31617,1655,urban-fantasy
34897,30574,19417,to-read
34897,11305,8255,fantasy
34897,8717,1743,currently-reading
34897,11743,886,fiction
34897,32401,795,wheel-of-time
7733,30574,82264,to-read
7733,7457,6390,classics
7733,8717,5383,currently-reading
7733,11743,2630,fiction
7733,11305,1624,fantasy
12957,30574,54638,to-read
12957,7457,5209,classics
12957,23743,3189,plays
12957,11557,1900,favorites
12957,27438,1661,shakespeare
52357,30574,55448,to-read
52357,7457,5997,classics
52357,23831,3273,poetry
52357,8717,1989,currently-reading
52357,11743,1734,fiction
59980,30574,3633,to-read
59980,8782,1667,cómics
59980,13547,815,graphic-novel
59980,8717,633,currently-reading
59980,3987,608,batman
24817626,8717,11891,currently-reading
24817626,11743,3198,fiction
24817626,30574,1784,to-read
24817626,14487,1278,historical-fiction
24817626,4949,1029,book-club
1044355,30574,23070,to-read
1044355,8717,3150,currently-reading
1044355,15048,2041,humor
1044355,21689,1672,non-fiction
1044355,19733,951,memoir
8490112,30574,255961,to-read
8490112,11305,9152,fantasy
8490112,11557,7023,favorites
8490112,33114,6046,young-adult
8490112,8717,4754,currently-reading
17878931,30574,13435,to-read
17878931,11305,4089,fantasy
17878931,11557,3159,favorites
17878931,33114,2610,young-adult
17878931,32989,2583,ya
12609433,30574,10182,to-read
12609433,8717,1821,currently-reading
12609433,27111,589,self-improvement
12609433,23334,416,personal-development
12609433,26816,388,science
386187,30574,9001,to-read
386187,21689,2514,non-fiction
386187,21773,1222,nonfiction
386187,11743,1116,fiction
386187,20939,956,mystery
15717943,30574,135254,to-read
15717943,11557,6285,favorites
15717943,8717,3237,currently-reading
15717943,26138,2690,romance
15717943,21387,2091,new-adult
3008,30574,89682,to-read
3008,8717,7484,currently-reading
3008,7457,5576,classics
3008,11557,2894,favorites
3008,11743,1518,fiction
51737,30574,111676,to-read
51737,11557,3444,favorites
51737,33114,2913,young-adult
51737,8717,1988,currently-reading
51737,26138,1597,romance
84119,11305,8813,fantasy
84119,7457,2349,classics
84119,11743,2339,fiction
84119,11557,2041,favorites
84119,33114,1571,young-adult
6527740,11557,5241,favorites
6527740,33114,3071,young-adult
6527740,31745,2924,vampires
6527740,22973,1803,paranormal
6527740,5207,1316,books-i-own
77767,30574,3119,to-read
77767,7457,1725,classics
77767,6953,1283,childrens
77767,11743,942,fiction
77767,8717,828,currently-reading
144974,6953,1717,childrens
144974,7457,1571,classics
144974,6857,1229,children
144974,11557,1187,favorites
144974,6888,959,children-s
629,30574,15855,to-read
629,8717,10483,currently-reading
629,23471,2932,philosophy
629,11743,1374,fiction
629,21689,1196,non-fiction
8909,30574,106119,to-read
8909,8717,6499,currently-reading
8909,7457,4362,classics
8909,26837,4176,science-fiction
8909,26771,2939,sci-fi
162085,30574,20839,to-read
162085,8717,4136,currently-reading
162085,33114,1946,young-adult
162085,20939,1091,mystery
162085,32989,873,ya
231850,30574,30120,to-read
231850,23605,1305,picture-books
231850,6953,1165,childrens
231850,6895,998,children-s-books
231850,6857,753,children
3109,30574,116840,to-read
3109,8717,7812,currently-reading
3109,21689,4525,non-fiction
3109,12175,2752,food
3109,21773,1995,nonfiction
15790842,30574,18733,to-read
15790842,11743,776,fiction
15790842,14487,756,historical-fiction
15790842,8717,413,currently-reading
15790842,17213,402,kindle
3462,30574,4614,to-read
3462,21529,1298,nicholas-sparks
3462,26138,1282,romance
3462,11743,614,fiction
3462,11557,458,favorites
107291,30574,5384,to-read
107291,11743,1104,fiction
107291,8717,469,currently-reading
107291,22743,387,owned
107291,14821,335,horror
10987,14487,3807,historical-fiction
10987,26138,2080,romance
10987,11305,1579,fantasy
10987,11743,1395,fiction
10987,30464,1258,time-travel
117251,30574,3024,to-read
117251,7457,729,classics
117251,11557,256,favorites
117251,7404,140,classic
117251,8717,118,currently-reading
10603,30574,45543,to-read
10603,14821,3889,horror
10603,28663,2014,stephen-king
10603,11743,1176,fiction
10603,8717,918,currently-reading
10956,30574,49307,to-read
10956,11557,3114,favorites
10956,11743,940,fiction
10956,8717,716,currently-reading
10956,33114,498,young-adult
140077,30574,22729,to-read
140077,11305,2679,fantasy
140077,31745,2630,vampires
140077,22973,1968,paranormal
140077,31617,1522,urban-fantasy
32261,7457,6976,classics
32261,11743,2281,fiction
32261,30574,1934,to-read
32261,11557,1565,favorites
32261,7404,1107,classic
2175,30574,115746,to-read
2175,8717,8718,currently-reading
2175,7457,6900,classics
2175,11743,2810,fiction
2175,11557,1469,favorites
378,30574,55030,to-read
378,11557,3461,favorites
378,11305,2880,fantasy
378,8717,1929,currently-reading
378,11743,1777,fiction
7235533,30574,113159,to-read
7235533,11305,9034,fantasy
7235533,8717,8827,currently-reading
7235533,11557,3871,favorites
7235533,11743,905,fiction
140082,30574,19732,to-read
140082,11305,2768,fantasy
140082,31745,2692,vampires
140082,22973,2016,paranormal
140082,31617,1552,urban-fantasy
248704,30574,202218,to-read
248704,8717,5498,currently-reading
248704,11557,3797,favorites
248704,33114,2226,young-adult
248704,32989,1192,ya
68429,11305,9742,fantasy
68429,30574,6181,to-read
68429,11743,872,fiction
68429,8717,827,currently-reading
68429,22743,618,owned
25041504,8717,10773,currently-reading
25041504,11743,1255,fiction
25041504,30574,794,to-read
25041504,6750,621,chick-lit
25041504,8055,602,contemporary
10032672,30574,2253,to-read
10032672,8717,466,currently-reading
10032672,5207,224,books-i-own
10032672,11743,176,fiction
10032672,4949,143,book-club
59960,30574,6830,to-read
59960,13561,3056,graphic-novels
59960,13547,1065,graphic-novel
59960,8717,1020,currently-reading
59960,11557,781,favorites
13152,30574,23760,to-read
13152,11557,2240,favorites
13152,33114,2011,young-adult
13152,11305,1500,fantasy
13152,26771,999,sci-fi
285092,30574,4686,to-read
285092,11557,1518,favorites
285092,11743,1079,fiction
285092,8717,523,currently-reading
285092,15048,388,humor
15925,30574,71316,to-read
15925,8717,1779,currently-reading
15925,21529,1333,nicholas-sparks
15925,26138,1302,romance
15925,11557,741,favorites
46756,8717,4181,currently-reading
46756,11743,3179,fiction
46756,26837,2562,science-fiction
46756,11557,2211,favorites
46756,26771,1993,sci-fi
1274,30574,79656,to-read
1274,8717,7709,currently-reading
1274,21689,1038,non-fiction
1274,27095,736,self-help
1274,24526,542,psychology
33313,30574,7746,to-read
33313,8717,3686,currently-reading
33313,21689,2608,non-fiction
33313,12175,1571,food
33313,19733,1069,memoir
7669,30574,37363,to-read
7669,11743,1776,fiction
7669,26837,1765,science-fiction
7669,26771,1395,sci-fi
7669,8717,933,currently-reading
19380,11743,2695,fiction
19380,23471,1895,philosophy
19380,11557,1289,favorites
19380,7404,844,classic
19380,12553,798,french
84981,30574,47071,to-read
84981,11305,2269,fantasy
84981,11557,1864,favorites
84981,33114,1824,young-adult
84981,7457,1482,classics
10629,30574,2186,to-read
10629,8717,793,currently-reading
10629,14821,405,horror
10629,30358,295,thriller
10629,17273,289,king
197084,30574,58367,to-read
197084,6953,1129,childrens
197084,6895,915,children-s-books
197084,23605,856,picture-books
197084,6857,837,children
222078,30574,43395,to-read
222078,8717,2130,currently-reading
222078,2938,1049,art
222078,21689,362,non-fiction
222078,14552,282,history
13206760,30574,7622,to-read
13206760,11305,559,fantasy
13206760,11557,557,favorites
13206760,3389,489,audiobook
13206760,33114,478,young-adult
69571,30574,5307,to-read
69571,5951,1313,business
69571,21689,1106,non-fiction
69571,11937,819,finance
69571,8717,686,currently-reading
10637766,30574,22810,to-read
10637766,8717,2225,currently-reading
10637766,33114,1838,young-adult
10637766,22973,1180,paranormal
10637766,26138,1019,romance
6101718,30574,129065,to-read
6101718,11305,8249,fantasy
6101718,8717,7721,currently-reading
6101718,11743,2323,fiction
6101718,11557,1366,favorites
